"Scaffold" "Length" "M36M" "M38F" "STM123F" "STM146M" "HI035F" "HI004M"
"4512" "DPSCF304512" 350 4 0 1 2 2 1
"4513" "DPSCF304513" 350 25 16 6 8 9 5
"4514" "DPSCF304514" 350 42 25 12 21 26 7
"4515" "DPSCF304515" 349 50 27 17 14 35 31
"4516" "DPSCF304516" 349 49 30 13 22 28 25
"4517" "DPSCF304517" 349 15 8 1 12 12 8
"4518" "DPSCF304518" 349 35 23 6 18 21 13
"4519" "DPSCF304519" 349 37 27 8 20 25 11
"4520" "DPSCF304520" 349 0 0 1 0 1 2
"4521" "DPSCF304521" 349 33 24 13 22 22 18
"4522" "DPSCF304522" 349 1 0 0 2 0 2
"4523" "DPSCF304523" 349 32 15 11 19 17 10
"4524" "DPSCF304524" 349 18 9 145 10 7 19
"4525" "DPSCF304525" 349 53 30 13 22 30 18
"4526" "DPSCF304526" 349 35 26 18 16 28 23
"4527" "DPSCF304527" 349 44 40 45 22 19 68
"4528" "DPSCF304528" 349 161 90 47 70 136 103
"4529" "DPSCF304529" 349 9 7 2 6 3 17
"4530" "DPSCF304530" 349 25 14 5 15 8 5
"4531" "DPSCF304531" 349 34 23 22 59 13 27
"4532" "DPSCF304532" 349 33 10 6 20 7 5
"4533" "DPSCF304533" 349 34 16 19 12 27 3
"4534" "DPSCF304534" 349 24 16 10 23 4 16
"4535" "DPSCF304535" 348 45 16 13 19 22 13
"4536" "DPSCF304536" 348 4 9 4 7 2 22
"4537" "DPSCF304537" 348 36 6 5 22 18 27
"4538" "DPSCF304538" 348 70 49.5 24 28 51.5 53
"4539" "DPSCF304539" 348 12 6 4 19 12 6
"4540" "DPSCF304540" 348 1 0 0 0 3 0
"4541" "DPSCF304541" 348 45 23 11 18 26 6
"4542" "DPSCF304542" 348 45 23 14 23 24 34
"4543" "DPSCF304543" 348 NA 1 1 NA 3 7
"4544" "DPSCF304544" 348 9 6 5 2 3 2
"4545" "DPSCF304545" 348 1 1 1 1 11 0
"4546" "DPSCF304546" 348 10 5 3 5 9 4
"4547" "DPSCF304547" 348 11 3 13 4 3 4
"4548" "DPSCF304548" 348 34 19 11 11 23 18
"4549" "DPSCF304549" 348 43 15 8 9 10.5 11
"4550" "DPSCF304550" 347 22 17 7 15 15 7
"4551" "DPSCF304551" 347 2 4 2 15 0 31
"4552" "DPSCF304552" 347 52 26 4 19 20 31
"4553" "DPSCF304553" 347 1 1 1 0 3 4
"4554" "DPSCF304554" 347 37 21 20 24 24 7
"4555" "DPSCF304555" 347 41 23 12 16 23 25
"4556" "DPSCF304556" 347 40 19 21 19 16 21
"4557" "DPSCF304557" 347 25 21 17 21 32 41
"4558" "DPSCF304558" 347 42 25 14 21 24 32
"4559" "DPSCF304559" 347 19 11 13 19 12 30
"4560" "DPSCF304560" 347 0 0 1 0 3 1
"4561" "DPSCF304561" 347 43 18 14 29 17 58
"4562" "DPSCF304562" 347 5 0 4 NA 2 0
"4563" "DPSCF304563" 347 24 13 5 11 16 11
"4564" "DPSCF304564" 347 32 21 10 13 23 7
"4565" "DPSCF304565" 347 156 79 50 93 69 111
"4566" "DPSCF304566" 347 22 15 18 8 9 9
"4567" "DPSCF304567" 347 18 12 9 16 17 16
"4568" "DPSCF304568" 347 23 14 27 13 15 12
"4569" "DPSCF304569" 347 0 0 0 1 6 0
"4570" "DPSCF304570" 346 8 5 4 12.5 7 10
"4571" "DPSCF304571" 346 43 12 15 19 18 12
"4572" "DPSCF304572" 346 0 0 0 0 0 0
"4573" "DPSCF304573" 346 NA 1 0 2 0 1
"4574" "DPSCF304574" 346 1 0 0 3 0 0
"4575" "DPSCF304575" 346 40 29.5 11 20 26 17
"4576" "DPSCF304576" 346 0 0 1 0 0 2
"4577" "DPSCF304577" 346 11.5 8 9 19 10 7.5
"4578" "DPSCF304578" 346 44 29 18 16 34 10
"4579" "DPSCF304579" 346 30 18 10 4 15 14
"4580" "DPSCF304580" 346 18 14 14 19 12 23
"4581" "DPSCF304581" 346 10 0 3 5 7 3
"4582" "DPSCF304582" 346 45 22 9 28.5 21 53
"4583" "DPSCF304583" 346 37.5 24 20 19 18 15
"4584" "DPSCF304584" 346 50 22 36 28 29 19
"4585" "DPSCF304585" 346 23 13 16 28 28 28
"4586" "DPSCF304586" 346 6 3 6 10 6 21
"4587" "DPSCF304587" 346 37 34 10 19 35 10
"4588" "DPSCF304588" 345 27 19 12 25 25 15
"4589" "DPSCF304589" 345 37 21 20 17 27 17
"4590" "DPSCF304590" 345 2 1 0 3 3 3
"4591" "DPSCF304591" 345 107 88 47 11 56 20
"4592" "DPSCF304592" 345 10 7 6 13 1 7
"4593" "DPSCF304593" 345 46 23 20 23 19 9
"4594" "DPSCF304594" 345 9 0 NA NA 13 8
"4595" "DPSCF304595" 345 38 18 11 15 25 8
"4596" "DPSCF304596" 345 34 16 8 15 19 9
"4597" "DPSCF304597" 345 NA 0 1 0 1 1
"4598" "DPSCF304598" 345 39 22 21 32 20 19
"4599" "DPSCF304599" 345 58 28 13 18 31 16
"4600" "DPSCF304600" 345 38 29 6 22 22 14
"4601" "DPSCF304601" 345 32 23 14 27 16 17
"4602" "DPSCF304602" 344 40 23 16 16 23 13
"4603" "DPSCF304603" 344 42 18 4 17 21 11
"4604" "DPSCF304604" 344 0 0 0 5 2 2
"4605" "DPSCF304605" 344 43 22 20 24 23 17
"4606" "DPSCF304606" 344 79 82 68 57 78 45
"4607" "DPSCF304607" 344 3 3 0 8 3 12
"4608" "DPSCF304608" 344 23 15 6 10 15 4
"4609" "DPSCF304609" 344 35 18 106 19 17 30
"4610" "DPSCF304610" 344 30 16 16 16 23 25
"4611" "DPSCF304611" 344 41 22 22 15 29 15
"4612" "DPSCF304612" 344 38 19 12 20 24 7
"4613" "DPSCF304613" 344 10 3 4 7 3 8
"4614" "DPSCF304614" 344 35 18 33 30 12 65
"4615" "DPSCF304615" 344 13 7 9 13 6 18
"4616" "DPSCF304616" 344 0 0 0 0 5.5 0
"4617" "DPSCF304617" 344 12.5 2 8 5 4.5 2
"4618" "DPSCF304618" 344 47.5 25 11 24 21 29
"4619" "DPSCF304619" 343 37 28 12 21 26 16
"4620" "DPSCF304620" 343 36 22 23 14 23 15
"4621" "DPSCF304621" 343 12 9 11 23 6 41
"4622" "DPSCF304622" 343 32 31 14 22 26 7
"4623" "DPSCF304623" 343 5 2 18 NA 0 19
"4624" "DPSCF304624" 343 29 17 9 20 20 6
"4625" "DPSCF304625" 343 31 21 7 29 22 49
"4626" "DPSCF304626" 343 8 3 1 15 4 3
"4627" "DPSCF304627" 343 26 15 8 15 14 4
"4628" "DPSCF304628" 343 24 19 13 19 13 25
"4629" "DPSCF304629" 343 34 21 8 16 14 12
"4630" "DPSCF304630" 343 0 2 0 0 0 0
"4631" "DPSCF304631" 343 11 9 3 12 10 5
"4632" "DPSCF304632" 343 5 2 2 7 5 9
"4633" "DPSCF304633" 343 22 13 15 23 20 19
"4634" "DPSCF304634" 343 8 3 6 9 6 12
"4635" "DPSCF304635" 343 33 15 26 14 24 24
"4636" "DPSCF304636" 343 15 10 14 3 7 19
"4637" "DPSCF304637" 342 45 22 14 12 24 4
"4638" "DPSCF304638" 342 42 20 16 16 26 10
"4639" "DPSCF304639" 342 25 12 17 11 10.5 16
"4640" "DPSCF304640" 342 1 0 1 0 NA 1
"4641" "DPSCF304641" 342 12 7 5 10 8 10
"4642" "DPSCF304642" 342 35 26 14 17 26 16
"4643" "DPSCF304643" 342 39 20 22 16 29 30
"4644" "DPSCF304644" 342 29 18 11 12 11 15
"4645" "DPSCF304645" 342 32 12 29 16 10 10
"4646" "DPSCF304646" 342 1.5 0 0 0 0 0
"4647" "DPSCF304647" 342 1 0 1 1 1 1
"4648" "DPSCF304648" 342 8 4 8 15 5 47
"4649" "DPSCF304649" 342 27 11 4 16 13 6
"4650" "DPSCF304650" 341 12 9 15 20 9 42
"4651" "DPSCF304651" 341 NA 4 NA 4 1 NA
"4652" "DPSCF304652" 341 2 1 4 NA 3 0
"4653" "DPSCF304653" 341 9 4 1 7 3 0
"4654" "DPSCF304654" 341 8 12 7 15 3 32
"4655" "DPSCF304655" 341 8 1 1 7 10 10
"4656" "DPSCF304656" 341 40 25 10 21 31 19
"4657" "DPSCF304657" 341 18 5 7 11 20 5
"4658" "DPSCF304658" 341 33 11 14 37 17 15
"4659" "DPSCF304659" 340 17 7 4 9 7 10
"4660" "DPSCF304660" 340 13 12 11 20 21 20
"4661" "DPSCF304661" 340 3 0 0 1 5 0
"4662" "DPSCF304662" 340 35 23 10 18 11 26
"4663" "DPSCF304663" 340 28 10 13 12 11 5
"4664" "DPSCF304664" 340 2 0 2 1 0 0
"4665" "DPSCF304665" 340 34 15.5 8 11 18 7
"4666" "DPSCF304666" 340 37 24 9 12 23 30
"4667" "DPSCF304667" 340 4 10 4 1 2 3
"4668" "DPSCF304668" 340 9 4 2 14 1 14
"4669" "DPSCF304669" 340 45 26 15 22 31 9
"4670" "DPSCF304670" 339 38 25 25 28 29 33
"4671" "DPSCF304671" 339 35 20 33 29 22 12
"4672" "DPSCF304672" 339 35 21 14 10 21 32
"4673" "DPSCF304673" 339 25 10 3 16 14 10
"4674" "DPSCF304674" 339 NA 0 0 0 0 NA
"4675" "DPSCF304675" 339 26 14 8 16 16 14
"4676" "DPSCF304676" 339 5 3 7 11 0 5
"4677" "DPSCF304677" 339 270 234 143 200 172 359
"4678" "DPSCF304678" 339 31 22 10 26 18 26
"4679" "DPSCF304679" 339 31 15 12 19 27 31
"4680" "DPSCF304680" 339 11 28 48 18 34 37
"4681" "DPSCF304681" 339 0 NA 1 1 0 0
"4682" "DPSCF304682" 339 1 0 0 8 1 0
"4683" "DPSCF304683" 339 0 0 0 0 0 0
"4684" "DPSCF304684" 339 24 14 24 18 22 37
"4685" "DPSCF304685" 338 3 1 1 1 2 0
"4686" "DPSCF304686" 338 25 11 83.5 23.5 17 22
"4687" "DPSCF304687" 338 1 0 16 8.5 1 0
"4688" "DPSCF304688" 338 25 16 17 17 8 29
"4689" "DPSCF304689" 338 31.5 20.5 7 11 20 4
"4690" "DPSCF304690" 338 45 23 18 21 24 22
"4691" "DPSCF304691" 338 19 11 12 3 6 9
"4692" "DPSCF304692" 338 38 25 20 22 19 17
"4693" "DPSCF304693" 338 21 26 6 10 13.5 31
"4694" "DPSCF304694" 338 43 19 18 14 25 24
"4695" "DPSCF304695" 338 196 62.5 36 36 101.5 137.5
"4696" "DPSCF304696" 338 15 4 2 8 4 4
"4697" "DPSCF304697" 338 12 3 4 0 8 20
"4698" "DPSCF304698" 338 40 22 12 18 35 16
"4699" "DPSCF304699" 338 0 0 0 2 1 0
"4700" "DPSCF304700" 338 26 15 8 20 20 9
"4701" "DPSCF304701" 338 0 0 2 6.5 3 11.5
"4702" "DPSCF304702" 338 37 23 10 15 31 34
"4703" "DPSCF304703" 337 32 16 10 16 17 10
"4704" "DPSCF304704" 337 33 22 17 16 28 16
"4705" "DPSCF304705" 337 34 23 12 26 17 13
"4706" "DPSCF304706" 337 38 17 11 24 31 32
"4707" "DPSCF304707" 337 26 15 17 22 14 34
"4708" "DPSCF304708" 337 32 25 18 18 26 23
"4709" "DPSCF304709" 337 NA 0 NA 0 0 0
"4710" "DPSCF304710" 337 28 22 10 18 14 24
"4711" "DPSCF304711" 337 1 1 0 0 NA 0
"4712" "DPSCF304712" 337 16 9 7 15 7 11
"4713" "DPSCF304713" 337 18 23 8 11 19 5
"4714" "DPSCF304714" 337 3 0 5 5 1 0
"4715" "DPSCF304715" 337 1 0 4 4 1 8
"4716" "DPSCF304716" 337 20 21 16 24 24 11
"4717" "DPSCF304717" 337 9 4 7 12 4 12
"4718" "DPSCF304718" 337 24 17 12 14 13 14
"4719" "DPSCF304719" 337 25 11 6 10 21 13
"4720" "DPSCF304720" 337 37 20 13 17 30 16
"4721" "DPSCF304721" 337 21 NA 23 30 12 73
"4722" "DPSCF304722" 337 3 3 0 2 0 0
"4723" "DPSCF304723" 336 30.5 16 25 14 9 50
"4724" "DPSCF304724" 336 41 22 14 26 24 26
"4725" "DPSCF304725" 336 12 3 5 16 14 22
"4726" "DPSCF304726" 336 9 3 0 5 10 20
"4727" "DPSCF304727" 336 1 2 NA 0 0 0
"4728" "DPSCF304728" 336 0 0 NA NA 0 0
"4729" "DPSCF304729" 336 0 0 1 3 0 0
"4730" "DPSCF304730" 336 16.5 12 7 11 14.5 11
"4731" "DPSCF304731" 336 13.5 8.5 4 14 12 8
"4732" "DPSCF304732" 336 49 20 12 17 21 11
"4733" "DPSCF304733" 336 2 0 0 0 0 10
"4734" "DPSCF304734" 336 15 8.5 0 14 8 1
"4735" "DPSCF304735" 336 20.5 14 12 10 15 14
"4736" "DPSCF304736" 335 NA 0 13 20 NA 7
"4737" "DPSCF304737" 335 11 5 3 15 3 16
"4738" "DPSCF304738" 335 7 2 0 NA 0 3
"4739" "DPSCF304739" 335 1 3 1 17 2 17
"4740" "DPSCF304740" 335 16 12 10 10 16 6
"4741" "DPSCF304741" 335 1 0 0 1 1 5
"4742" "DPSCF304742" 335 30 18 40 20 23 17
"4743" "DPSCF304743" 335 23 23 13 14 10 19
"4744" "DPSCF304744" 335 22 16 9 13 5 7
"4745" "DPSCF304745" 335 48 24 21 22 38 20
"4746" "DPSCF304746" 335 17 4 9 9 NA 27
"4747" "DPSCF304747" 334 14 3 6 6 3 13
"4748" "DPSCF304748" 334 36 16 12.5 18 21 13
"4749" "DPSCF304749" 334 17.5 13 5 15 22 32.5
"4750" "DPSCF304750" 334 NA 2 1 11 NA 4
"4751" "DPSCF304751" 334 36 23 20 20 15 15
"4752" "DPSCF304752" 334 34 16 11 21 12 13
"4753" "DPSCF304753" 334 28 19 19 14 17 20
"4754" "DPSCF304754" 334 2 2 1 3 1 0
"4755" "DPSCF304755" 334 16 11 3 5 9 3
"4756" "DPSCF304756" 334 8 5.5 1 10 6 13
"4757" "DPSCF304757" 334 22 14 0 18 1 31
"4758" "DPSCF304758" 334 34 22 31.5 21 20 19
"4759" "DPSCF304759" 334 45.5 26 8 22 27 12
"4760" "DPSCF304760" 334 40 27 33 20 16 23
"4761" "DPSCF304761" 333 26 16 12 15 14 13
"4762" "DPSCF304762" 333 14 8 6 8 13 5
"4763" "DPSCF304763" 333 38 24 706 28 27 18
"4764" "DPSCF304764" 333 27 16 14 25 23 8
"4765" "DPSCF304765" 333 32 24 6 15 30 5
"4766" "DPSCF304766" 333 10 4 5 11 3 12
"4767" "DPSCF304767" 333 40 27 8 16 27 20
"4768" "DPSCF304768" 333 31 19 20 15 16 9
"4769" "DPSCF304769" 333 9 11 4 6 10 5
"4770" "DPSCF304770" 333 7 0 4 5 8 14
"4771" "DPSCF304771" 333 0 1 0 0 0 2
"4772" "DPSCF304772" 333 41 24 16 11 33 19
"4773" "DPSCF304773" 333 6 1 NA 2 2 15
"4774" "DPSCF304774" 333 34 21 12 15 22 21
"4775" "DPSCF304775" 333 2 1 NA 0 0 1
"4776" "DPSCF304776" 333 15 2 19 24 0 0
"4777" "DPSCF304777" 333 31 16 9 12 13 13
"4778" "DPSCF304778" 333 18 6 5 5 4 2
"4779" "DPSCF304779" 333 14 5 8 11 4 24
"4780" "DPSCF304780" 333 42 26 50 26 29 26
"4781" "DPSCF304781" 333 34 18 42 23 15 25
"4782" "DPSCF304782" 333 8 3 4 7 4 16
"4783" "DPSCF304783" 332 26 7 14 12 16 10
"4784" "DPSCF304784" 332 33 24 72 30 15 75
"4785" "DPSCF304785" 332 12 7 6 13 7 12
"4786" "DPSCF304786" 332 3 2 1 4 1 8
"4787" "DPSCF304787" 332 2 1 4 8 12 3
"4788" "DPSCF304788" 332 14 18 11 8 9.5 11
"4789" "DPSCF304789" 332 38 21 26 14 29 9
"4790" "DPSCF304790" 332 8 7 3 3 5 0
"4791" "DPSCF304791" 332 6 9 7 0 5 20
"4792" "DPSCF304792" 332 39 25 13 13 27 12
"4793" "DPSCF304793" 332 37 18 7 13 21 10
"4794" "DPSCF304794" 332 46 56 14 36 16 17
"4795" "DPSCF304795" 332 39.5 25 70 28 39 23
"4796" "DPSCF304796" 332 3 1 6 4 2 19
"4797" "DPSCF304797" 332 0 0 0 1 0 3
"4798" "DPSCF304798" 332 1 19.5 2 3 13 19
"4799" "DPSCF304799" 332 36.5 15 4 14 18 17
"4800" "DPSCF304800" 332 6 2 0 2 5 3
"4801" "DPSCF304801" 331 11 5 7 1 5 9
"4802" "DPSCF304802" 331 32 22 18 20 27 27
"4803" "DPSCF304803" 331 21 17 12 12 16 13
"4804" "DPSCF304804" 331 9 7 NA 8 2 38
"4805" "DPSCF304805" 331 0 0 1 0 0 3
"4806" "DPSCF304806" 331 39 17 14 19 23 14
"4807" "DPSCF304807" 331 35 19 19 26 19 18
"4808" "DPSCF304808" 331 0 0 0 0 0 0
"4809" "DPSCF304809" 331 35 20 22 16 27 26
"4810" "DPSCF304810" 331 24 7 4 21 8 13
"4811" "DPSCF304811" 331 26 18 16 20 23 19
"4812" "DPSCF304812" 331 28 19 24 16 14 19
"4813" "DPSCF304813" 331 NA 3 4 NA NA 5
"4814" "DPSCF304814" 331 41 21 42 23 27 18
"4815" "DPSCF304815" 331 22 12 13 9 6 17
"4816" "DPSCF304816" 331 20 9 6 9 27 16
"4817" "DPSCF304817" 330 48 26 13 13 36 36
"4818" "DPSCF304818" 330 43.5 24 10 19 18 14
"4819" "DPSCF304819" 330 10 2 2 8 7 9
"4820" "DPSCF304820" 330 23 12.5 15 14 15 34
"4821" "DPSCF304821" 330 3 2 5 5.5 2 9
"4822" "DPSCF304822" 330 1 22 17 11 12 0
"4823" "DPSCF304823" 330 31 17 12 21.5 20 22
"4824" "DPSCF304824" 330 18 13 0 0 10 56
"4825" "DPSCF304825" 330 2 2 3 10 5 4
"4826" "DPSCF304826" 330 42 20 17 26 24 44
"4827" "DPSCF304827" 330 8 2 4 16 2 26
"4828" "DPSCF304828" 330 0 0 0 2 0 5
"4829" "DPSCF304829" 330 1 2 0 6 0 4
"4830" "DPSCF304830" 330 4 1.5 5 5 3 4
"4831" "DPSCF304831" 329 9 10 6 13 4 5
"4832" "DPSCF304832" 329 4 2 13 11 9 3
"4833" "DPSCF304833" 329 28 18 12 21 26 43
"4834" "DPSCF304834" 329 15 6 4 23 6 22
"4835" "DPSCF304835" 329 49 20 14 19 28 8
"4836" "DPSCF304836" 329 5 3 8 12 13 6
"4837" "DPSCF304837" 329 37 23 12 27 28 16
"4838" "DPSCF304838" 329 37 15 7 18 19 17
"4839" "DPSCF304839" 329 3 0 NA 1 2 1
"4840" "DPSCF304840" 329 10 0 NA 1 11 2
"4841" "DPSCF304841" 329 10 2 0 7 0 16
"4842" "DPSCF304842" 329 19 13 28 13 20 4
"4843" "DPSCF304843" 329 37 15 15 13 24 23
"4844" "DPSCF304844" 329 3 0 0 1 0 0
"4845" "DPSCF304845" 329 31 16 4 21 19 14
"4846" "DPSCF304846" 329 38 22 15 20 31 16
"4847" "DPSCF304847" 329 NA 4 4 18 NA 30
"4848" "DPSCF304848" 329 0 0 1 0 0 1
"4849" "DPSCF304849" 328 0 2 3 4 0 2
"4850" "DPSCF304850" 328 16 9 7 16 12 7
"4851" "DPSCF304851" 328 31 22 85 18 22.5 21
"4852" "DPSCF304852" 328 0 0 13 0 0 4
"4853" "DPSCF304853" 328 57 38 22 24 27 31
"4854" "DPSCF304854" 328 46 24 23 20 28.5 35
"4855" "DPSCF304855" 328 35 22 20.5 20 22 17
"4856" "DPSCF304856" 328 40 16 7 24 20 12
"4857" "DPSCF304857" 328 1 3 NA 1 3 NA
"4858" "DPSCF304858" 328 35 11 7 18 29 25
"4859" "DPSCF304859" 328 38 21 28 22 14 12
"4860" "DPSCF304860" 328 205 138.5 73 138.5 98 206
"4861" "DPSCF304861" 327 5 4 3 14 2 3
"4862" "DPSCF304862" 327 34 11 11 17 24 11
"4863" "DPSCF304863" 327 43 21 15 17 17 15
"4864" "DPSCF304864" 327 1 0 5 3 2 3
"4865" "DPSCF304865" 327 16 14 13 8 4 11
"4866" "DPSCF304866" 327 38 19 12 21 23 24
"4867" "DPSCF304867" 327 37 17 14 18 25 13
"4868" "DPSCF304868" 326 78 46 25 46 24 65
"4869" "DPSCF304869" 326 0 19 9.5 8 8 17
"4870" "DPSCF304870" 326 5 4 5 5 1 13
"4871" "DPSCF304871" 326 33 23 11 11 17 15
"4872" "DPSCF304872" 326 41 25.5 14 23 29 28
"4873" "DPSCF304873" 326 1 2 0 0 1 0
"4874" "DPSCF304874" 326 39.5 24.5 7 13 26 11
"4875" "DPSCF304875" 326 0 0 0 0 1 2
"4876" "DPSCF304876" 326 8 5 2 11 6 9
"4877" "DPSCF304877" 326 10 5 4 18 8 28
"4878" "DPSCF304878" 326 23 18 10 19 9 6
"4879" "DPSCF304879" 326 4 3 3 8.5 4 9
"4880" "DPSCF304880" 325 44 24 19 21 24 26
"4881" "DPSCF304881" 325 0 6 11 6 NA 13
"4882" "DPSCF304882" 325 37 19 21 24 27 22
"4883" "DPSCF304883" 325 11 0 0 0 4 0
"4884" "DPSCF304884" 325 6 0 6 1 NA 1
"4885" "DPSCF304885" 325 99 61 3 52 53 76
"4886" "DPSCF304886" 325 0 0 2 2 1 3
"4887" "DPSCF304887" 325 0 0 0 0 0 0
"4888" "DPSCF304888" 325 10 5 8 3 NA 0
"4889" "DPSCF304889" 325 25 14 7 16 13 14
"4890" "DPSCF304890" 325 6 5 5 2 6 16
"4891" "DPSCF304891" 325 19 7 17 0 3 15
"4892" "DPSCF304892" 325 0 1 0 0 1 0
"4893" "DPSCF304893" 325 33 12 15 15 17 2
"4894" "DPSCF304894" 325 44 25 20 30 27 26
"4895" "DPSCF304895" 325 4 5 7 7 5 17
"4896" "DPSCF304896" 325 36 27 10 27 32 12
"4897" "DPSCF304897" 325 43 16 20 16 22 21
"4898" "DPSCF304898" 325 16 22 15 7 12 14
"4899" "DPSCF304899" 325 0 5 0 0 0 4
"4900" "DPSCF304900" 324 17 8 5 13.5 7 8
"4901" "DPSCF304901" 324 47 24 21 18 28.5 19
"4902" "DPSCF304902" 324 0 0 0 0 0 0
"4903" "DPSCF304903" 324 5 NA NA 1 0 16
"4904" "DPSCF304904" 324 39 16 13 19 28 19
"4905" "DPSCF304905" 324 53 13 13 17 21 21
"4906" "DPSCF304906" 324 8 3 17 26 7.5 37
"4907" "DPSCF304907" 324 4 2 1 5 1 5
"4908" "DPSCF304908" 324 39 21 15 21 11 45
"4909" "DPSCF304909" 324 25 14 6 NA 13 12
"4910" "DPSCF304910" 324 26 9 15 25 9 20
"4911" "DPSCF304911" 324 4 7 4 8 3 6
"4912" "DPSCF304912" 324 35 24 14 25 20 5
"4913" "DPSCF304913" 324 31.5 15 16.5 27 14 21
"4914" "DPSCF304914" 324 1 1 3 9 0 0
"4915" "DPSCF304915" 324 51 21 9 12 24 14
"4916" "DPSCF304916" 324 5 2 0 7 4 6
"4917" "DPSCF304917" 324 6 6 5 13 9 30
"4918" "DPSCF304918" 324 1 0 5 15.5 2 1
"4919" "DPSCF304919" 324 29.5 24 8 20 22 15
"4920" "DPSCF304920" 324 18 8 10 16 10 18
"4921" "DPSCF304921" 324 21 5 9 8.5 13 5
"4922" "DPSCF304922" 324 32 17 15 23 24 20
"4923" "DPSCF304923" 324 12 7.5 7 4 10.5 6
"4924" "DPSCF304924" 324 7 8 31 6 6 25.5
"4925" "DPSCF304925" 323 38 25 22 18 23 35
"4926" "DPSCF304926" 323 32 19 7 16 18 16
"4927" "DPSCF304927" 323 0 0 9 2 3 1
"4928" "DPSCF304928" 323 2 2 0 0 0 0
"4929" "DPSCF304929" 323 8 4 1 4 2 6
"4930" "DPSCF304930" 323 11 8 5 8 2 28
"4931" "DPSCF304931" 323 16 11 9 14 17 18
"4932" "DPSCF304932" 323 5 2 1 0 3 2
"4933" "DPSCF304933" 323 27 22 16 12 18 17
"4934" "DPSCF304934" 323 14 12 22 19 7 32
"4935" "DPSCF304935" 323 0 2 0 5 1 0
"4936" "DPSCF304936" 323 18 14 1 12 14 7
"4937" "DPSCF304937" 323 6 5 6 7 4 22
"4938" "DPSCF304938" 323 25 15 5 9 14 10
"4939" "DPSCF304939" 322 52 16 14 16 27 12
"4940" "DPSCF304940" 322 0 1 0 2 NA 0
"4941" "DPSCF304941" 322 21 13 0 18 13 15
"4942" "DPSCF304942" 322 0 2 0 0 0 0
"4943" "DPSCF304943" 322 35 28 12 21 35 8
"4944" "DPSCF304944" 322 7 8 9 1 5 0
"4945" "DPSCF304945" 322 41 15 8 18 24 36
"4946" "DPSCF304946" 322 19 19 5 16 13 13
"4947" "DPSCF304947" 322 2.5 2 3 7 0.5 3
"4948" "DPSCF304948" 322 3 0 0 1 3 0
"4949" "DPSCF304949" 322 3 3 3 5 4 10
"4950" "DPSCF304950" 322 37 23 15 10 24 11
"4951" "DPSCF304951" 322 20 14 35 13 14 19
"4952" "DPSCF304952" 322 2 1 1 0 2 14
"4953" "DPSCF304953" 322 10 15 73 13 10 12
"4954" "DPSCF304954" 322 38 16 25 16 8 38
"4955" "DPSCF304955" 322 38 23 27 25 11.5 30
"4956" "DPSCF304956" 321 29 14 10 9 17 9
"4957" "DPSCF304957" 321 0 0 1 1 0 0
"4958" "DPSCF304958" 321 20 16 19 11 16 14
"4959" "DPSCF304959" 321 1 7 1 3 3 3
"4960" "DPSCF304960" 321 38 27 18 22 26 18
"4961" "DPSCF304961" 321 42 24 14 24 21 26
"4962" "DPSCF304962" 321 1 5 3 7 3 2
"4963" "DPSCF304963" 321 22 16 10 14 19 12
"4964" "DPSCF304964" 321 0 0 0 0 0 0
"4965" "DPSCF304965" 321 18 8 8 12 14 11
"4966" "DPSCF304966" 321 22 11 9 9 18 15
"4967" "DPSCF304967" 321 13 11 13 12 8 12
"4968" "DPSCF304968" 321 23 16 6 12 15 6
"4969" "DPSCF304969" 321 51 37 9 23 34 16
"4970" "DPSCF304970" 321 0 NA 0 1 0 0
"4971" "DPSCF304971" 321 3 2 1 2 1 3
"4972" "DPSCF304972" 321 8 0 27 14 8 9
"4973" "DPSCF304973" 321 45 29 12 18 25 25
"4974" "DPSCF304974" 321 NA 13 5 13 NA 5
"4975" "DPSCF304975" 321 1 4 4 4 2 8
"4976" "DPSCF304976" 321 0 0 0 0 9 0
"4977" "DPSCF304977" 320 20 1 NA 1 22 3
"4978" "DPSCF304978" 320 13 9 9 6 9 6
"4979" "DPSCF304979" 320 0 2 50 9 1 12
"4980" "DPSCF304980" 320 49 19 6 18 26 11
"4981" "DPSCF304981" 320 25 14 0 0 0 0
"4982" "DPSCF304982" 320 17 12 7 11 9 7
"4983" "DPSCF304983" 320 30 10 23 11 12 16
"4984" "DPSCF304984" 320 NA 2 2 3 5 7
"4985" "DPSCF304985" 320 45 27 10 13 22 8
"4986" "DPSCF304986" 320 39 22 11 13 17 7
"4987" "DPSCF304987" 320 47 30 10 12 28 17
"4988" "DPSCF304988" 320 40 27 13 22 28 14
"4989" "DPSCF304989" 320 24 11 18 20 8 26
"4990" "DPSCF304990" 320 41 24 12 16 30 9
"4991" "DPSCF304991" 320 11.5 8 5 15 5 22
"4992" "DPSCF304992" 320 1 NA 4 5 1 20
"4993" "DPSCF304993" 319 11 0 4 0 5 24
"4994" "DPSCF304994" 319 7 3 4 12 9 4
"4995" "DPSCF304995" 319 40 23 18 16 33 20
"4996" "DPSCF304996" 319 51 27 10 13 16 8
"4997" "DPSCF304997" 319 29 29 15 14 18 11
"4998" "DPSCF304998" 319 6 3 NA 10 0 0
"4999" "DPSCF304999" 319 21 21 28 21 10 10
"5000" "DPSCF305000" 319 0 0 2 1 NA 3
"5001" "DPSCF305001" 319 0 0 0 0 1 3
"5002" "DPSCF305002" 319 45 28 22 19 24 16
