# Species	Genes	Alg.-Conn.	bombyx_refseq_proteins_accession.fa	Dp_OGS2_prots.fas
2	2	1	XP_004932254.1	DPOGS207846
2	2	1	XP_004932255.1	DPOGS209758
2	2	1	XP_004932257.1	DPOGS209766
2	2	1	XP_004932258.1	DPOGS209751
2	2	1	XP_004932259.1	DPOGS200811
2	2	1	XP_004932260.1	DPOGS201678
2	2	1	XP_004932263.1	DPOGS206470
2	2	1	XP_004932264.1	DPOGS206472
2	2	1	XP_004932269.1	DPOGS206482
2	2	1	XP_004932270.1	DPOGS206478
2	2	1	XP_004932272.1	DPOGS200457
2	2	1	XP_004932274.1	DPOGS206446
2	2	1	XP_004932276.1	DPOGS202740
2	2	1	XP_004932278.1	DPOGS202738
2	2	1	XP_004932279.1	DPOGS201671
2	2	1	XP_004932280.1	DPOGS201668
2	2	1	XP_004932281.1	DPOGS201665
2	2	1	XP_004932282.1	DPOGS206462
2	2	1	XP_004932283.1	DPOGS206459
2	2	1	XP_004932285.1	DPOGS204547
2	2	1	XP_004932286.1	DPOGS214957
2	2	1	XP_004932288.1	DPOGS212302
2	2	1	XP_004932289.1	DPOGS207780
2	2	1	XP_004932290.1	DPOGS207788
2	2	1	XP_004932291.1	DPOGS207790
2	2	1	XP_004932293.1	DPOGS207771
2	2	1	XP_004932297.1	DPOGS207805
2	2	1	XP_004932298.1	DPOGS207757
2	2	1	XP_004932300.1	DPOGS207810
2	2	1	XP_004932301.1	DPOGS207753
2	2	1	XP_004932302.1	DPOGS207752
2	2	1	XP_004932305.1	DPOGS207825
2	2	1	XP_004932306.1	DPOGS207735
2	2	1	XP_004932310.1	DPOGS207838
2	2	1	XP_004932311.1	DPOGS207841
2	2	1	XP_004932313.1	DPOGS207843
2	2	1	XP_004932314.1	DPOGS201756
2	2	1	XP_004932315.1	DPOGS201752
2	2	1	XP_004932316.1	DPOGS201759
2	3	0.333	XP_004932318.1,XP_004932320.1	DPOGS201760
2	2	1	XP_004932323.1	DPOGS201751
2	2	1	XP_004932324.1	DPOGS201761
2	2	1	XP_004932325.1	DPOGS201743
2	2	1	XP_004932326.1	DPOGS201742
2	2	1	XP_004932327.1	DPOGS201741
2	2	1	XP_004932328.1	DPOGS201764
2	3	0.333	XP_004932329.1,XP_004932330.1	DPOGS201740
2	2	1	XP_004932331.1	DPOGS201765
2	2	1	XP_004932332.1	DPOGS201739
2	2	1	XP_004932334.1	DPOGS201738
2	2	1	XP_004932335.1	DPOGS201925
2	2	1	XP_004932336.1	DPOGS201926
2	2	1	XP_004932337.1	DPOGS201924
2	2	1	XP_004932338.1	DPOGS201923
2	2	1	XP_004932339.1	DPOGS201922
2	2	1	XP_004932342.1	DPOGS201476
2	2	1	XP_004932343.1	DPOGS201475
2	2	1	XP_004932344.1	DPOGS201474
2	2	1	XP_004932345.1	DPOGS201480
2	2	1	XP_004932346.1	DPOGS201472
2	4	0.25	XP_004932348.1,XP_004932350.1,XP_004932349.1	DPOGS201470
2	2	1	XP_004932352.1	DPOGS201484
2	2	1	XP_004932353.1	DPOGS201486
2	2	1	XP_004932354.1	DPOGS201465
2	2	1	XP_004932355.1	DPOGS201464
2	2	1	XP_004932356.1	DPOGS201488
2	2	1	XP_004932357.1	DPOGS201458
2	5	0.2	XP_004932358.1,XP_004932361.1,XP_004932360.1,XP_004932359.1	DPOGS201492
2	2	1	XP_004932363.1	DPOGS201493
2	3	0.333	XP_004932365.1,XP_004932366.1	DPOGS201494
2	2	1	XP_004932370.1	DPOGS201523
2	2	1	XP_004932371.1	DPOGS201446
2	2	1	XP_004932373.1	DPOGS201509
2	2	1	XP_004932375.1	DPOGS201445
2	2	1	XP_004932378.1	DPOGS201441
2	3	0.333	XP_004932379.1	DPOGS201513,DPOGS201512
2	2	1	XP_004932381.1	DPOGS201514
2	2	1	XP_004932385.1	DPOGS201440
2	2	1	XP_004932386.1	DPOGS201439
2	2	1	XP_004932387.1	DPOGS201500
2	2	1	XP_004932388.1	DPOGS201498
2	3	0.333	XP_004932389.1,XP_004932390.1	DPOGS201525
2	2	1	XP_004932391.1	DPOGS201431
2	2	1	XP_004932392.1	DPOGS201526
2	3	0.333	XP_004932393.1,XP_004932394.1	DPOGS201532
2	2	1	XP_004932395.1	DPOGS201427
2	2	1	XP_004932396.1	DPOGS201538
2	2	1	XP_004932398.1	DPOGS201423
2	2	1	XP_004932399.1	DPOGS201539
2	2	1	XP_004932400.1	DPOGS201422
2	3	0.333	XP_004932401.1,XP_004932403.1	DPOGS201421
2	2	1	XP_004932404.1	DPOGS201540
2	2	1	XP_004932405.1	DPOGS201417
2	2	1	XP_004932409.1	DPOGS201416
2	2	1	XP_004932410.1	DPOGS201542
2	2	1	XP_004932411.1	DPOGS201415
2	3	0.333	XP_004932415.1,XP_004932416.1	DPOGS201412
2	2	1	XP_004932419.1	DPOGS201410
2	2	1	XP_004932424.1	DPOGS201406
2	2	1	XP_004932426.1	DPOGS201404
2	2	1	XP_004932427.1	DPOGS201758
2	2	1	XP_004932429.1	DPOGS201750
2	2	1	XP_004932430.1	DPOGS201745
2	2	1	XP_004932431.1	DPOGS201766
2	2	1	XP_004932434.1	DPOGS201479
2	2	1	XP_004932436.1	DPOGS201471
2	2	1	XP_004932437.1	DPOGS201469
2	2	1	XP_004932439.1	DPOGS201485
2	2	1	XP_004932440.1	DPOGS201463
2	2	1	XP_004932441.1	DPOGS200167
2	2	1	XP_004932442.1	DPOGS201490
2	2	1	XP_004932444.1	DPOGS201495
2	2	1	XP_004932445.1	DPOGS201517
2	2	1	XP_004932446.1	DPOGS201519
2	2	1	XP_004932447.1	DPOGS201521
2	2	1	XP_004932448.1	DPOGS201522
2	2	1	XP_004932449.1	DPOGS201501
2	2	1	XP_004932450.1	DPOGS201447
2	2	1	XP_004932451.1	DPOGS201449
2	2	1	XP_004932452.1	DPOGS201531
2	2	1	XP_004932454.1	DPOGS201534
2	2	1	XP_004932455.1	DPOGS201544
2	2	1	XP_004932462.1	DPOGS204352
2	2	1	XP_004932463.1	DPOGS209915
2	2	1	XP_004932464.1	DPOGS209916
2	2	1	XP_004932465.1	DPOGS209271
2	2	1	XP_004932466.1	DPOGS209270
2	2	1	XP_004932467.1	DPOGS209243
2	2	1	XP_004932469.1	DPOGS209265
2	2	1	XP_004932470.1	DPOGS209264
2	2	1	XP_004932474.1	DPOGS209263
2	2	1	XP_004932475.1	DPOGS209261
2	2	1	XP_004932476.1	DPOGS209260
2	2	1	XP_004932477.1	DPOGS203254
2	2	1	XP_004932480.1	DPOGS203253
2	2	1	XP_004932481.1	DPOGS203235
2	2	1	XP_004932482.1	DPOGS203252
2	2	1	XP_004932483.1	DPOGS203250
2	3	0.333	XP_004932485.1,XP_004932486.1	DPOGS203238
2	2	1	XP_004932487.1	DPOGS203249
2	3	0.333	XP_004932489.1,XP_004932490.1	DPOGS203240
2	2	1	XP_004932491.1	DPOGS203248
2	3	0.333	XP_004932492.1,XP_004932493.1	DPOGS203247
2	2	1	XP_004932494.1	DPOGS203242
2	2	1	XP_004932495.1	DPOGS203246
2	2	1	XP_004932496.1	DPOGS203243
2	2	1	XP_004932498.1	DPOGS203244
2	2	1	XP_004932499.1	DPOGS205887
2	3	0.333	XP_004932500.1,XP_004932501.1	DPOGS206525
2	2	1	XP_004932502.1	DPOGS205890
2	2	1	XP_004932503.1	DPOGS205896
2	2	1	XP_004932504.1	DPOGS205894
2	2	1	XP_004932505.1	DPOGS205892
2	2	1	XP_004932508.1	DPOGS205897
2	2	1	XP_004932509.1	DPOGS205916
2	3	0.333	XP_004932510.1,XP_004932511.1	DPOGS205898
2	2	1	XP_004932512.1	DPOGS205915
2	2	1	XP_004932514.1	DPOGS205900
2	3	0.333	XP_004932517.1,XP_004932518.1	DPOGS205913
2	3	0.333	XP_004932519.1,XP_004932520.1	DPOGS205904
2	2	1	XP_004932523.1	DPOGS205911
2	4	0.25	XP_004932524.1,XP_004932526.1,XP_004932525.1	DPOGS205905
2	2	1	XP_004932527.1	DPOGS205906
2	2	1	XP_004932529.1	DPOGS205739
2	2	1	XP_004932530.1	DPOGS205731
2	4	0.25	XP_004932532.1,XP_004932534.1,XP_004932533.1	DPOGS205733
2	2	1	XP_004932535.1	DPOGS205738
2	2	1	XP_004932537.1	DPOGS205736
2	2	1	XP_004932538.1	DPOGS210878
2	2	1	XP_004932540.1	DPOGS210876
2	3	0.333	XP_004932541.1,XP_004932542.1	DPOGS210875
2	2	1	XP_004932543.1	DPOGS210790
2	2	1	XP_004932544.1	DPOGS210873
2	3	0.333	XP_004932546.1,XP_004932547.1	DPOGS210872
2	4	0.25	XP_004932548.1,XP_004932550.1,XP_004932549.1	DPOGS210793
2	2	1	XP_004932552.1	DPOGS210794
2	2	1	XP_004932553.1	DPOGS210795
2	3	0.333	XP_004932559.1,XP_004932560.1	DPOGS210796
2	2	1	XP_004932561.1	DPOGS210868
2	2	1	XP_004932562.1	DPOGS210865
2	2	1	XP_004932563.1	DPOGS210804
2	2	1	XP_004932564.1	DPOGS210862
2	2	1	XP_004932565.1	DPOGS210806
2	2	1	XP_004932566.1	DPOGS210807
2	2	1	XP_004932567.1	DPOGS210808
2	2	1	XP_004932568.1	DPOGS210809
2	2	1	XP_004932570.1	DPOGS210856
2	2	1	XP_004932572.1	DPOGS210815
2	2	1	XP_004932573.1	DPOGS210854
2	2	1	XP_004932574.1	DPOGS210853
2	4	0.25	XP_004932575.1,XP_004932577.1,XP_004932576.1	DPOGS210816
2	2	1	XP_004932578.1	DPOGS210820
2	3	0.333	XP_004932579.1,XP_004932580.1	DPOGS210821
2	2	1	XP_004932581.1	DPOGS210850
2	3	0.333	XP_004932582.1,XP_004932583.1	DPOGS210849
2	2	1	XP_004932584.1	DPOGS210822
2	2	1	XP_004932585.1	DPOGS210823
2	2	1	XP_004932586.1	DPOGS210846
2	2	1	XP_004932590.1	DPOGS204353
2	2	1	XP_004932592.1	DPOGS209266
2	2	1	XP_004932594.1	DPOGS209246
2	2	1	XP_004932595.1	DPOGS209248
2	2	1	XP_004932596.1	DPOGS209262
2	2	1	XP_004932598.1	DPOGS209249
2	2	1	XP_004932599.1	DPOGS203255
2	2	1	XP_004932605.1	DPOGS205891
2	2	1	XP_004932606.1	DPOGS205918
2	2	1	XP_004932607.1	DPOGS205902
2	2	1	XP_004932608.1	DPOGS205910
2	2	1	XP_004932610.1	DPOGS210786
2	2	1	XP_004932611.1	DPOGS210874
2	2	1	XP_004932612.1	DPOGS210791
2	2	1	XP_004932613.1	DPOGS210797
2	2	1	XP_004932614.1	DPOGS210864
2	2	1	XP_004932617.1	DPOGS210855
2	2	1	XP_004932618.1	DPOGS210817
2	2	1	XP_004932619.1	DPOGS210851
2	2	1	XP_004932620.1	DPOGS210825
2	2	1	XP_004932621.1	DPOGS203218
2	2	1	XP_004932622.1	DPOGS203154
2	2	1	XP_004932624.1	DPOGS203220
2	2	1	XP_004932625.1	DPOGS203155
2	2	1	XP_004932627.1	DPOGS203222
2	2	1	XP_004932628.1	DPOGS203149
2	2	1	XP_004932629.1	DPOGS203223
2	2	1	XP_004932632.1	DPOGS203748
2	2	1	XP_004932633.1	DPOGS203747
2	2	1	XP_004932635.1	DPOGS203745
2	2	1	XP_004932637.1	DPOGS203760
2	2	1	XP_004932639.1	DPOGS213734
2	2	1	XP_004932641.1	DPOGS209175
2	2	1	XP_004932642.1	DPOGS209167
2	2	1	XP_004932643.1	DPOGS209169
2	6	0.167	XP_004932644.1,XP_004932648.1,XP_004932647.1,XP_004932646.1,XP_004932645.1	DPOGS209162
2	2	1	XP_004932649.1	DPOGS209178
2	4	0.25	XP_004932650.1,XP_004932652.1,XP_004932651.1	DPOGS209159
2	2	1	XP_004932655.1	DPOGS209184
2	2	1	XP_004932656.1	DPOGS209157
2	2	1	XP_004932657.1	DPOGS209156
2	2	1	XP_004932658.1	DPOGS209185
2	2	1	XP_004932659.1	DPOGS209155
2	2	1	XP_004932660.1	DPOGS209186
2	2	1	XP_004932661.1	DPOGS209152
2	2	1	XP_004932663.1	DPOGS209193
2	2	1	XP_004932664.1	DPOGS209149
2	2	1	XP_004932665.1	DPOGS209147
2	2	1	XP_004932667.1	DPOGS209221
2	2	1	XP_004932668.1	DPOGS209232
2	2	1	XP_004932669.1	DPOGS209225
2	2	1	XP_004932670.1	DPOGS209230
2	2	1	XP_004932671.1	DPOGS207901
2	2	1	XP_004932672.1	DPOGS207902
2	2	1	XP_004932673.1	DPOGS207904
2	2	1	XP_004932674.1	DPOGS203415
2	3	0.333	XP_004932676.1,XP_004932677.1	DPOGS212255
2	2	1	XP_004932679.1	DPOGS212256
2	2	1	XP_004932681.1	DPOGS212288
2	2	1	XP_004932683.1	DPOGS212287
2	2	1	XP_004932685.1	DPOGS212265
2	2	1	XP_004932687.1	DPOGS212266
2	2	1	XP_004932688.1	DPOGS212267
2	2	1	XP_004932689.1	DPOGS212268
2	2	1	XP_004932690.1	DPOGS212285
2	2	1	XP_004932692.1	DPOGS212284
2	2	1	XP_004932693.1	DPOGS212283
2	2	1	XP_004932694.1	DPOGS212281
2	2	1	XP_004932696.1	DPOGS212271
2	2	1	XP_004932697.1	DPOGS212276
2	2	1	XP_004932698.1	DPOGS212275
2	2	1	XP_004932699.1	DPOGS202593
2	3	0.333	XP_004932700.1,XP_004932701.1	DPOGS212273
2	2	1	XP_004932702.1	DPOGS202591
2	2	1	XP_004932703.1	DPOGS202590
2	3	0.333	XP_004932706.1,XP_004932707.1	DPOGS213836
2	2	1	XP_004932709.1	DPOGS213831
2	7	0.143	XP_004932710.1,XP_004932715.1,XP_004932714.1,XP_004932713.1,XP_004932712.1,XP_004932711.1	DPOGS213838
2	4	0.25	XP_004932716.1,XP_004932718.1,XP_004932717.1	DPOGS213829
2	2	1	XP_004932719.1	DPOGS213839
2	3	0.333	XP_004932720.1,XP_004932721.1	DPOGS213840
2	2	1	XP_004932722.1	DPOGS213841
2	2	1	XP_004932723.1	DPOGS213824
2	2	1	XP_004932724.1	DPOGS203216
2	2	1	XP_004932725.1	DPOGS203221
2	2	1	XP_004932726.1	DPOGS203153
2	2	1	XP_004932727.1	DPOGS203150
2	2	1	XP_004932728.1	DPOGS203758
2	2	1	XP_004932731.1	DPOGS213732
2	2	1	XP_004932732.1	DPOGS213730
2	2	1	XP_004932734.1	DPOGS209173
2	2	1	XP_004932735.1	DPOGS209172
2	2	1	XP_004932739.1	DPOGS209171
2	3	0.333	XP_004932740.1	DPOGS209165,DPOGS209164
2	2	1	XP_004932741.1	DPOGS209163
2	2	1	XP_004932742.1	DPOGS209176
2	2	1	XP_004932743.1	DPOGS209177
2	2	1	XP_004932745.1	DPOGS209161
2	2	1	XP_004932747.1	DPOGS209183
2	2	1	XP_004932751.1	DPOGS209219
2	2	1	XP_004932752.1	DPOGS209233
2	2	1	XP_004932753.1	DPOGS209223
2	2	1	XP_004932759.1	DPOGS212254
2	2	1	XP_004932762.1	DPOGS209917
2	4	0.5	XP_004932766.1,XP_004932767.1	DPOGS202587,DPOGS202586
2	2	1	XP_004932768.1	DPOGS213837
2	2	1	XP_004932771.1	DPOGS213825
2	2	1	XP_004932772.1	DPOGS209129
2	3	0.333	XP_004932774.1,XP_004932775.1	DPOGS200084
2	3	0.333	XP_004932776.1,XP_004932777.1	DPOGS200100
2	2	1	XP_004932779.1	DPOGS212569
2	2	1	XP_004932782.1	DPOGS212567
2	2	1	XP_004932783.1	DPOGS212565
2	2	1	XP_004932785.1	DPOGS203391
2	2	1	XP_004932786.1	DPOGS203321
2	2	1	XP_004932787.1	DPOGS203388
2	2	1	XP_004932788.1	DPOGS203389
2	2	1	XP_004932790.1	DPOGS203379
2	2	1	XP_004932791.1	DPOGS203325
2	2	1	XP_004932792.1	DPOGS203326
2	2	1	XP_004932794.1	DPOGS203377
2	2	1	XP_004932795.1	DPOGS203327
2	2	1	XP_004932796.1	DPOGS203375
2	2	1	XP_004932797.1	DPOGS203330
2	2	1	XP_004932798.1	DPOGS203931
2	2	1	XP_004932799.1	DPOGS203961
2	2	1	XP_004932801.1	DPOGS203966
2	2	1	XP_004932802.1	DPOGS203923
2	2	1	XP_004932803.1	DPOGS203334
2	3	0.333	XP_004932806.1,XP_004932807.1	DPOGS203371
2	2	1	XP_004932809.1	DPOGS203331
2	2	1	XP_004932810.1	DPOGS203374
2	2	1	XP_004932811.1	DPOGS203960
2	2	1	XP_004932813.1	DPOGS203932
2	2	1	XP_004932814.1	DPOGS203934
2	2	1	XP_004932817.1	DPOGS203956
2	3	0.333	XP_004932820.1,XP_004932821.1	DPOGS203936
2	2	1	XP_004932823.1	DPOGS203979
2	3	0.333	XP_004932824.1,XP_004932825.1	DPOGS203906
2	3	0.333	XP_004932826.1,XP_004932827.1	DPOGS203905
2	3	0.333	XP_004932830.1,XP_004932831.1	DPOGS203904
2	2	1	XP_004932832.1	DPOGS203983
2	2	1	XP_004932833.1	DPOGS203985
2	2	1	XP_004932834.1	DPOGS203903
2	2	1	XP_004932835.1	DPOGS203990
2	2	1	XP_004932836.1	DPOGS203991
2	2	1	XP_004932837.1	DPOGS203993
2	2	1	XP_004932838.1	DPOGS203899
2	2	1	XP_004932841.1	DPOGS201355
2	3	0.333	XP_004932842.1,XP_004932843.1	DPOGS201402
2	3	0.333	XP_004932844.1,XP_004932845.1	DPOGS201400
2	2	1	XP_004932846.1	DPOGS201398
2	2	1	XP_004932847.1	DPOGS201397
2	2	1	XP_004932850.1	DPOGS200078
2	2	1	XP_004932852.1	DPOGS203392
2	2	1	XP_004932853.1	DPOGS203320
2	2	1	XP_004932854.1	DPOGS203390
2	2	1	XP_004932855.1	DPOGS203386
2	3	0.333	XP_004932857.1	DPOGS203382,DPOGS203381
2	2	1	XP_004932859.1	DPOGS203378
2	2	1	XP_004932860.1	DPOGS203329
2	2	1	XP_004932861.1	DPOGS203962
2	2	1	XP_004932863.1	DPOGS203927
2	2	1	XP_004932864.1	DPOGS203926
2	2	1	XP_004932869.1	DPOGS203933
2	2	1	XP_004932870.1	DPOGS203959
2	2	1	XP_004932871.1	DPOGS203958
2	2	1	XP_004932873.1	DPOGS203980
2	2	1	XP_004932874.1	DPOGS203981
2	2	1	XP_004932876.1	DPOGS203982
2	2	1	XP_004932880.1	DPOGS203987
2	2	1	XP_004932881.1	DPOGS203988
2	2	1	XP_004932882.1	DPOGS203989
2	2	1	XP_004932883.1	DPOGS203902
2	2	1	XP_004932884.1	DPOGS203995
2	2	1	XP_004932886.1	DPOGS203996
2	2	1	XP_004932888.1	DPOGS203998
2	2	1	XP_004932890.1	DPOGS201396
2	2	1	XP_004932891.1	DPOGS201356
2	2	1	XP_004932892.1	DPOGS201392
2	2	1	XP_004932893.1	DPOGS201391
2	2	1	XP_004932895.1	DPOGS201359
2	2	1	XP_004932898.1	DPOGS212319
2	3	0.333	XP_004932899.1,XP_004932900.1	DPOGS212316
2	2	1	XP_004932901.1	DPOGS212400
2	2	1	XP_004932903.1	DPOGS212315
2	3	0.333	XP_004932904.1,XP_004932905.1	DPOGS212383
2	2	1	XP_004932906.1	DPOGS207252
2	2	1	XP_004932908.1	DPOGS207306
2	2	1	XP_004932909.1	DPOGS208643
2	2	1	XP_004932910.1	DPOGS207247
2	2	1	XP_004932911.1	DPOGS207243
2	2	1	XP_004932912.1	DPOGS207312
2	2	1	XP_004932913.1	DPOGS207313
2	2	1	XP_004932914.1	DPOGS206169
2	3	0.333	XP_004932916.1,XP_004932917.1	DPOGS206168
2	2	1	XP_004932918.1	DPOGS206172
2	2	1	XP_004932919.1	DPOGS206173
2	2	1	XP_004932920.1	DPOGS214818
2	2	1	XP_004932921.1	DPOGS214791
2	2	1	XP_004932923.1	DPOGS214817
2	2	1	XP_004932924.1	DPOGS214793
2	2	1	XP_004932925.1	DPOGS214795
2	2	1	XP_004932928.1	DPOGS214812
2	2	1	XP_004932930.1	DPOGS214796
2	3	0.333	XP_004932931.1,XP_004932932.1	DPOGS214811
2	2	1	XP_004932933.1	DPOGS212312
2	2	1	XP_004932934.1	DPOGS212313
2	2	1	XP_004932936.1	DPOGS214809
2	2	1	XP_004932937.1	DPOGS214798
2	3	0.333	XP_004932938.1,XP_004932939.1	DPOGS212329
2	2	1	XP_004932940.1	DPOGS212386
2	2	1	XP_004932941.1	DPOGS212314
2	2	1	XP_004932942.1	DPOGS212388
2	2	1	XP_004932943.1	DPOGS207253
2	2	1	XP_004932944.1	DPOGS207303
2	2	1	XP_004932945.1	DPOGS207254
2	2	1	XP_004932946.1	DPOGS207302
2	2	1	XP_004932948.1	DPOGS200776
2	2	1	XP_004932950.1	DPOGS207261
2	2	1	XP_004932951.1	DPOGS207262
2	2	1	XP_004932952.1	DPOGS207263
2	2	1	XP_004932954.1	DPOGS207294
2	2	1	XP_004932955.1	DPOGS207295
2	2	1	XP_004932957.1	DPOGS207264
2	2	1	XP_004932958.1	DPOGS207288
2	2	1	XP_004932959.1	DPOGS207268
2	3	0.333	XP_004932960.1,XP_004932961.1	DPOGS207287
2	3	0.333	XP_004932963.1,XP_004932964.1	DPOGS207271
2	2	1	XP_004932965.1	DPOGS207284
2	2	1	XP_004932966.1	DPOGS207285
2	2	1	XP_004932967.1	DPOGS207272
2	2	1	XP_004932968.1	DPOGS207283
2	2	1	XP_004932970.1	DPOGS210390
2	2	1	XP_004932972.1	DPOGS212394
2	2	1	XP_004932974.1	DPOGS212330
2	2	1	XP_004932975.1	DPOGS212385
2	2	1	XP_004932977.1	DPOGS212333
2	2	1	XP_004932979.1	DPOGS207250
2	2	1	XP_004932980.1	DPOGS207248
2	2	1	XP_004932982.1	DPOGS207308
2	2	1	XP_004932983.1	DPOGS207246
2	2	1	XP_004932984.1	DPOGS207309
2	2	1	XP_004932985.1	DPOGS207311
2	2	1	XP_004932987.1	DPOGS214820
2	2	1	XP_004932988.1	DPOGS214819
2	2	1	XP_004932989.1	DPOGS214790
2	2	1	XP_004932990.1	DPOGS214797
2	2	1	XP_004932992.1	DPOGS209853
2	2	1	XP_004932993.1	DPOGS214805
2	2	1	XP_004932997.1	DPOGS207305
2	2	1	XP_004932999.1	DPOGS207297
2	2	1	XP_004933000.1	DPOGS207296
2	2	1	XP_004933001.1	DPOGS207266
2	2	1	XP_004933002.1	DPOGS207293
2	2	1	XP_004933003.1	DPOGS207269
2	2	1	XP_004933004.1	DPOGS200536
2	2	1	XP_004933006.1	DPOGS200542
2	2	1	XP_004933007.1	DPOGS200543
2	2	1	XP_004933009.1	DPOGS200544
2	2	1	XP_004933010.1	DPOGS200546
2	2	1	XP_004933012.1	DPOGS201688
2	2	1	XP_004933014.1	DPOGS201709
2	2	1	XP_004933018.1	DPOGS206273
2	2	1	XP_004933019.1	DPOGS206283
2	2	1	XP_004933021.1	DPOGS206264
2	3	0.333	XP_004933022.1	DPOGS206268,DPOGS206267
2	2	1	XP_004933023.1	DPOGS206286
2	2	1	XP_004933024.1	DPOGS206287
2	2	1	XP_004933025.1	DPOGS206269
2	2	1	XP_004933026.1	DPOGS206284
2	3	0.333	XP_004933027.1,XP_004933101.1	DPOGS206262
2	2	1	XP_004933028.1	DPOGS206292
2	2	1	XP_004933029.1	DPOGS206294
2	2	1	XP_004933030.1	DPOGS206260
2	3	0.333	XP_004933031.1,XP_004933032.1	DPOGS204065
2	2	1	XP_004933033.1	DPOGS206295
2	2	1	XP_004933034.1	DPOGS204067
2	2	1	XP_004933035.1	DPOGS204069
2	2	1	XP_004933036.1	DPOGS204061
2	2	1	XP_004933038.1	DPOGS206279
2	2	1	XP_004933042.1	DPOGS206280
2	2	1	XP_004933043.1	DPOGS204057
2	2	1	XP_004933046.1	DPOGS212189
2	2	1	XP_004933047.1	DPOGS212184
2	2	1	XP_004933048.1	DPOGS204797
2	2	1	XP_004933050.1	DPOGS204798
2	2	1	XP_004933051.1	DPOGS204801
2	2	1	XP_004933052.1	DPOGS204799
2	3	0.333	XP_004933053.1,XP_004933054.1	DPOGS206278
2	2	1	XP_004933055.1	DPOGS204804
2	2	1	XP_004933056.1	DPOGS210019
2	3	0.333	XP_004933058.1,XP_004933059.1	DPOGS210028
2	2	1	XP_004933060.1	DPOGS210020
2	2	1	XP_004933061.1	DPOGS210021
2	2	1	XP_004933063.1	DPOGS210027
2	2	1	XP_004933064.1	DPOGS210022
2	2	1	XP_004933065.1	DPOGS202082
2	2	1	XP_004933066.1	DPOGS207222
2	2	1	XP_004933068.1	DPOGS207219
2	2	1	XP_004933069.1	DPOGS206769
2	2	1	XP_004933071.1	DPOGS206775
2	2	1	XP_004933072.1	DPOGS206777
2	2	1	XP_004933074.1	DPOGS200537
2	2	1	XP_004933075.1	DPOGS200563
2	2	1	XP_004933076.1	DPOGS200540
2	2	1	XP_004933079.1	DPOGS200554
2	2	1	XP_004933084.1	DPOGS200545
2	2	1	XP_004933085.1	DPOGS200551
2	2	1	XP_004933086.1	DPOGS201714
2	2	1	XP_004933088.1	DPOGS201713
2	2	1	XP_004933089.1	DPOGS201710
2	2	1	XP_004933091.1	DPOGS201692
2	2	1	XP_004933092.1	DPOGS201694
2	2	1	XP_004933093.1	DPOGS210770
2	2	1	XP_004933095.1	DPOGS201705
2	2	1	XP_004933097.1	DPOGS206290
2	2	1	XP_004933098.1	DPOGS206265
2	2	1	XP_004933102.1	DPOGS206261
2	2	1	XP_004933103.1	DPOGS204068
2	2	1	XP_004933104.1	DPOGS204062
2	2	1	XP_004933108.1	DPOGS204081
2	2	1	XP_004933109.1	DPOGS204082
2	2	1	XP_004933110.1	DPOGS201698
2	3	0.333	XP_004933111.1	DPOGS214785,DPOGS212188
2	2	1	XP_004933113.1	DPOGS206275
2	2	1	XP_004933114.1	DPOGS204795
2	2	1	XP_004933116.1	DPOGS207218
2	2	1	XP_004933119.1	DPOGS206774
2	2	1	XP_004933120.1	DPOGS207216
2	2	1	XP_004933121.1	DPOGS207215
2	2	1	XP_004933122.1	DPOGS207212
2	2	1	XP_004933123.1	DPOGS207210
2	2	1	XP_004933124.1	DPOGS206776
2	2	1	XP_004933125.1	DPOGS203314
2	2	1	XP_004933126.1	DPOGS203397
2	2	1	XP_004933127.1	DPOGS203398
2	3	0.333	XP_004933128.1,XP_004933129.1	DPOGS203393
2	2	1	XP_004933130.1	DPOGS203317
2	5	0.2	XP_004933131.1,XP_004933135.1,XP_004933133.1,XP_004933132.1	DPOGS212575
2	2	1	XP_004933136.1	DPOGS212561
2	2	1	XP_004933138.1	DPOGS212576
2	2	1	XP_004933140.1	DPOGS211680
2	2	1	XP_004933142.1	DPOGS212557
2	3	0.333	XP_004933143.1,XP_004933144.1	DPOGS212558
2	2	1	XP_004933145.1	DPOGS203942
2	2	1	XP_004933146.1	DPOGS202976
2	2	1	XP_004933148.1	DPOGS203034
2	2	1	XP_004933149.1	DPOGS202978
2	2	1	XP_004933150.1	DPOGS203033
2	2	1	XP_004933152.1	DPOGS202982
2	2	1	XP_004933157.1	DPOGS203031
2	2	1	XP_004933158.1	DPOGS202981
2	2	1	XP_004933159.1	DPOGS203022
2	2	1	XP_004933160.1	DPOGS202987
2	2	1	XP_004933161.1	DPOGS202988
2	2	1	XP_004933163.1	DPOGS202989
2	3	0.333	XP_004933164.1,XP_004933165.1	DPOGS202990
2	2	1	XP_004933166.1	DPOGS203018
2	2	1	XP_004933167.1	DPOGS203313
2	4	0.25	XP_004933168.1,XP_004933170.1,XP_004933169.1	DPOGS203298
2	2	1	XP_004933171.1	DPOGS203406
2	2	1	XP_004933172.1	DPOGS203407
2	3	0.333	XP_004933173.1,XP_004933174.1	DPOGS203409
2	2	1	XP_004933177.1	DPOGS203412
2	2	1	XP_004933179.1	DPOGS203293
2	2	1	XP_004933180.1	DPOGS203290
2	2	1	XP_004933181.1	DPOGS203289
2	2	1	XP_004933182.1	DPOGS203414
